product_name	alternative_pricing	details	ratings	price_tag
Ads 101 ChatGPT 2.0	$47+47usdAds 101 ChatGPTGet instant access to:✓ 300 Advertising prompts✓ 100 Google Ads Flexible prompts $250+250usdPlatinum Bundle3 leftGet instant access to the bundle and..✓ Ads(1,000 prompts)✓ Sales & Marketing A-Z(8,000 prompts)✓ Online business A-Z (9,000 prompts)✓ Trading Mastery(2,000 prompts)✓ 4 Mastery CoursesTotal prompts: 20,000$350+350usdDiamond BundleGet instant access to the Google Ads Bundle and.. ✓ Sales & Marketing Bundle✓ Platinum Bundle 2.0✓ Diamond Bundle✓ 4 Mastery Courses✓ OpenAI Guide✓ All future projectsTotal prompts: 30,000Next price: $550347usdName a fair price:$Add to cart1,464 salesAccessLifetimeUpdatesIncludedFormat NotionPrompts400TypeInfo/FlexibleCompatibilityGPT-3.5 & GPT-4	Revolutionize Your Ad Campaign with ChatGPT - Your Ultimate Advertising Assistant!Are you struggling to create effective ads that engage your target audience and drive sales?With Ads 101 ChatGPT, you'll gain access to a comprehensive advertising guide that will help you create compelling ads that capture your audience's attention, showcase your unique selling proposition, and drive conversions. The template provides you with expert guidance and innovative advertising prompts, helping you fine-tune your ad campaign and get the best results possible.Info PromptsHow to write effective ad copy. (50 prompts)How to design visually appealing ads. (50 prompts)How to do programmatic advertising. (50 prompts)How to use retargeting ads effectively. (50 prompts)How to optimize ad campaign for maximum ROI. (50 prompts)How to avoid common mistakes with ads. (50 prompts)Total prompts: 300(NEW) Flexible PromptsBuild a tailor made Google ads.(25 prompts)Write bestselling ad copy. (25 prompts)Make the ad visually appealing. (25 prompts)Create clickable call to action buttons. (25 prompts)Total prompts: 100Introducing the Exclusive Platinum Bundle: Unlock the secret to online business success with this premium, AI-powered prompt library.Do you find yourself juggling numerous tasks while running your online business in today's fiercely competitive digital world?Are you dealing with the stress of trying to optimize conversions and stay updated on constantly changing market trends, all by yourself?Experience the game-changing potential of this carefully curated, prompt library, thoughtfully designed to boost your productivity and free up more time for you to pursue what you are skilled at and love doing the most.The Platinum Bundle offers an extensive, exclusive collection of 20,000+ expertly formulated prompts to streamline your workflow and accelerate your no-code business growth.Ascend to extraordinary prompt skill mastery with the unmatched elegance and effectiveness of the Platinum Bundle, tailored to help you prosper in your online business.Get instant access to 20,000+ prompts (and a special AI Live members club!)Here's a sneak peak of the exclusive prompts this bundle includes!How to build effectively using no-code (1,000 prompts)How to succeed in E-commerce A-Z (2,000 prompts)How to build a landing page (1,000 prompts)How to 10x your E-mail marketing (500 prompts)How to build a highly converting sales funnel A-Z (1,000 prompts)How to build an audience online (500 prompts)How to consistently get sales online (500 prompts)How to close high ticket clients (500 prompts)AI customer service automation (500 prompts)Stock Trading Mastery + Blockchain Prompt Bundle (2,000 prompts)SaaS 101 ChatGPT Course (500 prompts)Prompt Engineering Mastery Course (400 prompts)Sales & Marketing (8,000 prompts)Total prompts: 20,000+But that's not all...Get 1,000+ new prompts weekly (automatically updated) Total courses: 4 Mastery Courses (over 100 hours of material)Please note: as the Platinum Prompt Bundle continues to grow with prompts, so will the price. Get in early while you still can!➟ Want to learn more about the Platinum Bundle?Frequently Asked QuestionsWhat are flexible prompts?Flexible prompts are open-ended or adaptable instructions that can be customized to fit various contexts, industries, or specific needs. These prompts typically contain placeholders like [Keyword], [Product], or [Service], which can be replaced with specific terms, making the prompt relevant to a particular project or topic. Flexible prompts provide a starting point for a wide range of tasks, while still allowing for customization based on individual requirements.Who are you?I am Valdo, Notion creator & professional GPT-4 engineer. Can I share this with anyone else?Sorry, this product has a private license, which means it can't be shared. If you know someone who might be interested, please direct them to this page so they can purchase it themselves.Can I get a refund?lease note that this is a digital product that cannot be returned, so we have a no-refund policy in place. If you have any questions or concerns, feel free to email me at reachvaldo@gmail.com before making your purchase.	114	$47+
Prospecting Pathway - The #1 method of booking meetings for BDRs	Add to cartSize539 KBLength5 pages	Look, when you’re selling B2B services:You're only one cold email, Linkedin message, or call away from what you need...But that’s ONLY if you know how to:SCRAPE the contact info of any prospect you want - no matter what niche you’re in…WRITE irresistible cold emails that’ll get any prospect on a call/zoom with you…AUTOMATE your outreach so that you can book 5, 10 or even 20 sales calls a week without lifting a finger so your reply rates for MEETINGS look like this per week...And in this content, I’m going to reveal the exact framework that hundreds of BDRs have used to achieve all of the above…But just before I get into that, I’ll let you in on a secret.In this BDR role, there’s ONE factor that determines how successful you’re going to be:Your prospecting pathway.That’s right.I figured this out while owning an email marketing agency for 2 years. After that I joined a large tech startup as a BDR for a piece of equity and long term career opportunity.Your prospecting pathway could quite literally be the difference between getting promoted to AE, or having to find a new role elsewhere. I'm already pegged for promotion to AE once I reach the tenure criteria, just off of doing this method for 6 months.So before I introduce the prospecting pathway, let me ask you a question.Are you in true control of your prospecting?Do you know for a fact where your next meeting is going to come from?If you answered no… you’re in for a treat.And yes, I can email any prospect, in any niche, and sell nearly any B2B product to them.( It’s basically a superpower )There are no “email blasts”.There are no black hat methods or scams.It’s a single, fundamental system that allows you to find your target customer, get them on the phone, and hit your quotas - on AUTOPILOT.I'm giving this out because I've realized how many people need help with prospecting! I love to help others and the information that I've gathered over the years is super valuable. So I want to share it with others and that way EVERYBODY EATS. Any BDR in B2B sales will benefit from this.I wasn't always good at prospecting...During those hard times where I couldn’t get a single positive response…I thought:Cold Email/call = Ineffective Bullsh*tAnd I’m pretty certain there are a lot of people who think the same.But the truth is…People only claim that “cold email is useless” because they do the following:Blast some blind, crappy email with a generic template to thousands of people.And that’s not only ineffective…But it’s disrespectful to your prospect - and more importantly - it doesn’t work.Here's some recent results from one of the early students.Then folks not even in my vertical started to reach out wondering about my strategy..So how did I go from getting no replies to mastering prospecting? Having people ask me for prospect help weekly? Teaching entire sales teams across different verticals?After thousands of thousands of email blasts and cold calls, I knew I had to change my approach.I was desperate.So I started testing things. Like a mad scientist.What if I use this angle with this CTA?What if I mix this… with this…?What if I change this setting in my email provider?And then….One day it happened. Two positive responses arrived in my inbox.I pinched myself to make sure I hadn’t just dreamt of those replies.I was ecstatic.So I doubled down on my new technique…And guess what happened?MORE positive replies in my inbox.Now fast forward to this exact moment…you're about to uncover how to be at the top of the leaderboard and crush quotas like never before!(FYI-S2s are validated sales opps)The Prospecting Pathway is so powerful, yet so easy to implement…You could almost call it “plug-and-play”.Here’s a peak of what you get after your purchase:✔️ Book - Prospecting Pathway✔️ Video - Writing scripts✔️ Video - Linkedin Messaging that converts✔️ Video - Scraping enterprise contacts✔️ Video - Finding brand new prospects on Sales Nav✔️ Video - How to quickly do research on high value prospects - Personalization✔️ Video - Automated Workflow + Platform we use✔️ Video - Summary So, how much does it cost? As you can imagine… something this powerful is NOT going to be free for long.I gave away the first 50 downloads for free and after getting the feedback and reviews...I made it a price that I know it is worth.But before you come to a decision…I want to remind you that NOT implementing the prospecting pathway is going to cost you BIG in 2023.If you don’t implement this strategy TODAY…Not only are you missing out on as many sales opps as you want each month…But you’re going to get LEFT IN THE DUST by all of your competition who DO take action.At this moment, the price of the course is $45. I’m going to be constantly improving and upgrading the material so that’ll help you get more meetings and better commissions.And of course - All folks who purchase will receive ALL of the updates and additional models at no extra cost. Forever. It'll be available to you here on Gumroad.And so my promise to you is bold and simple…If You Don’t Book Meetings Using My Method within 60 Days, I Will Personally Refund 100% Of Your Money. Now that might seem like a downright STUPID offer (for me) - but that’s how confident I am in the system. It's been so good that our head of sales development Alex, is now going to give it to new hires.If you genuinely implement my systems for 60 days and STILL don’t book more meetings - email me personally at hooperjeffrey44@gmail.com and I’ll send you back 100% of your money. Requests must be made within 60 days.So there you have it. A sure fire way to become one of the best BDRs in your company and a money back guarantee if you don't find this useful. Shall we get to work now?	103	350
Graphic Guide to Residential Design  (PDF Ebook)	Add to cart5,570 salesGraphic Guide to Residential DesignPages231FormatHigh Quality Print PDFDimensions Metric and Imperial SystemsFree Updates Included ✅Size128 MB	**UPDATED 2023 VERSION  NOW AVAILABLE****Get a free sample here 😀**Hi there! Thank you for stopping by. My name is Luis, and I have been designing houses for over 20 years. I created this e-book to answer common questions that clients ask during the early stages of the design process, such as 'Why is an open concept floor plan so expensive?' or 'Why did you add windows on this wall?' In architecture, there is always a reason behind each design decision, and in my e-book, I explain these reasons using simple, visually-digestible drawings.Inside my new e-book, you’ll get:✅ Easy-to-understand illustrations ✅Interior and exterior design recommendations✅In-depth analysis of schematic floor plans ✅Common design mistakes to avoid ✅All dimensions in Imperial and Metric units ✅Free future updates with new content and chapters Whether you’re an architecture student yearning for sources beyond basic textbooks,a homeowner searching for tips on how to remodel your house, or even a contractorwanting to improve your residential design knowledge, this is the book for you!	122	36
Practical UI - User interface design book	Add to cartIndividual licence for 1 personFormatDigital PDF onlySize146 MBLength282 pages	🚨 Launch sale: $99 $79 (20% off for a limited time only)A book to learn a logic-driven approach to design intuitive, accessible, and beautiful interfaces using quick and practical guidelines.Please note that the book comes in digital PDF format only. This is an individual licence for 1 person. Please purchase a team licence if the book will be read by more than 1 person.View team pricing options ->Get a free preview ->Learn more about the book ->	193	79
Armorsmith Designer	Add to cart14,982 sales	Armorsmith Designer is a tool for creating and constructing costumes with ease. With Armorsmith, you can design your own avatar and customize it to your liking, then attach 3D model costume parts to bring your vision to life. When you're ready to get started on your costume, Armorsmith can turn your 3D costume parts into patterns that you can print and use in the medium of your choice. Whether you're an experienced costumer or just starting out, Armorsmith makes it easy to bring your costume ideas to life.Check out the FAQ for more information and system requirements:https://www.thearmoredgarage.com/faqThis software REQUIRES Windows	375	40
PhotoMosh-Pro	This product supports purchasing power parity. Because you're located in Colombia, the price has been discounted by 60 % to $19.60.Add to cartSize252 MB	Upgrade your Glitching with PhotoMosh-Pro. Unlimited creative control for image and video distortion. One-time purchase with no recurring fees. Single user license for up to 3 devices. PhotoMosh-Pro is a fully-featured desktop version of PhotoMosh, offering an enhanced user experience with new effects, an improved UI, high-resolution video export, modulators, audio-reactive effects, and more. It’s designed for users seeking advanced functionality and greater creative possibilities compared to the standard PhotoMosh.https://photomosh.com/pro/	345	$49 $19.60
The Design Manual (770+ pages and free bonuses)	$8989usdDesign Manual (iOS + Android)iOS Design theory + Design Workbook + Android Chapters (150 pages) + Practice files (iOS and Android)$6464usdDesign Manual (iOS)iOS Design theory + 350 pages of the Design Workbook + Practice file (100+ Fintech app screens)264usdAdd to cart770 pages PDF  |  200+ screen UI Kit on Figma  |  Free assets  |  Mini design systemParts5Chapter58Pages770+Lifetime updates✅ Supportin 24 hours	"Learn how to design beautiful mobile apps for iOS and Android by combining theory with practice! 🧠The UI Professional's Design Manual (Theory + Practice) is perfect for...✅  UI Designers — Improve your design and take your skills to the next level✅  Developers — Learn more about UI design and don’t rely on your designers✅  Freelance Designers — Improve your workflow, earn more money, build better products, and deliver projects in no time by following our design framework✅  Everyone who wants to learn mobile design and UI design in generalWhat will you find inside? 📦The full e-book ($88) is divided into 5 parts and 58 chapters, counting 770 pages. 3 parts are theory-based, explaining best UI and iOS + Android practices, and 2 parts are design-focused, going over the Fintech App’s theory and practice.⭐️ Part 1: Intro to UI/UX, Design roles, How to understand design The first part of this e-book will show you the basics of UI and UX, teach you how to understand good design, practice good design, and learn good design the fastest way possible!⭐️ Part 2: iOS Design Principles & native elements In the second part, you’ll learn about the basics of iOS design, iOS native elements, and effects like blurs, shadows, and colors to improve your understanding of mobile design!⭐️ Part 3: Android Design Principles & native elements (not available in the $68 version)In the third part, you’ll learn about the basics of Material design and Android native elements. You'll also learn to create design tokens, color, and type systems. In just a few simple steps!⭐️ Part 4: Fintech App - design framework You’ll learn the exact process I take when designing apps for commercial clients - no secrets hidden! Every stage of the process is supplemented by the appropriate template you’ll receive for free with this e-book.⭐️ Part 5: Design Manual After you’ve learned all the above, you’ll be taken into the Design Manual, where we cover every screen from our Fintech app, explain the theory and structure behind Onboarding, Account setup, Verification processes, Home screens, tab bars, navigation bars, status bars, etc.🎁 BONUS: Fintech UI Kit Lastly, the “Cherry on top” - your own UI kit and practice files to take all the theory and knowledge from this e-book and apply it correctly! Don’t worry; you’re not left there alone. That’s what the Design Manual is for - to guide you by the hand and design everything with me :)Depending on your experience level, you’ll be able to trace, copy, or replicate the designs by following the best practices and referencing our Design Manual, which covers the theory and layout structure.What you will achieve by reading it? 📖The ""Design Manual"" e-Book will help you:💎 Master mobile design in the shortest amount of time possible.With over 770 pages full of pure design knowledge, and a fully explained design framework you can follow from A to Z, you’ll learn the exact process I took redesigning an app for the biggest government-owned savings bank in the UK!💎 Learn and practice iOS/Android designYou can practice your design skills from the get-go with a Fintech UI kit designed specifically for this e-book. Each of the 100+ screens is meticulously designed and explained in the Design Manual.You’ll get a special practice file where every screen comes with an empty frame next to it, depending on your skills. You can trace, copy, or replicate the designs, following our guides as your reference.💎 Learn Figma’s auto layout 4.0 and constraintsBy building a fully responsive and dynamic mobile app. Apply this knowledge to your future projects, and awe your clients and your designer friends. I show you everything you need to know to master the Figma basic and advanced techniques!These are just two of the 770 pages we have written for you! There are no filler pages, just everything you need to know to get the whole picture about the UI, UX, and all you need to know to design better mobile interfaces. We’re hiding no secrets!+ the amazing bonuses you’ll get 🎁✅  Design TemplatesEntire design framework for all the UX and UI stages✅  Fintech UI Kit (Android / iOS)200+ high-quality optimized and responsive screens✅  Design systems (Android / iOS)550 components and 60 global styles you can use for other projects!✅  Fonts, illustrations, icons every single asset we’ve used to design this app💫 Recognized by the design community 💫You don’t have to take my word for it. See what others are saying about this e-book 😊👇Frequently asked questions 💬What exactly is a “Design Manual” e-book?This e-book and the practice files are all you need to learn mobile design and become a better designer. We wrote this e-book thinking about everyone lost in the learning process and missing a real actionable step-by-step guide on delivering a complete project.I’m a complete beginner. Will this e-book help me?Of course! This design e-book will teach you the basics of design for iOS and Android, but not only that. It will teach you the basic principles of design and show you all there is to know about mobile design. It’s made for beginners in mind!How is it different from other e-books?I’m showing you everything I know about mobile app design. It’s not another book written by a “designer” who’s not practicing what he preaches. I’ve designed over 170 products to date, made multiple-six figures from design alone, and been in this industry for over 6 years. I’m hiding no secrets here :)Will this e-book help me make more money?By following the theory and the guide, you will learn how to create commercial-ready projects that I have personally charged on average between £8000- £15000+. If you keep honing your skills after you read it, you’ll be able to attract much better clients that recognize good skills.Can I use the practice files for my own portfolio?Of course! The UI kit was made specifically for that reason. To help you get inspired and create development-ready designs to attract better clients. Just remember, don't copy the designs exactly as they are. Change colors and fonts, and play around with the images. Add your own little twist!Disclaimer: This product is non-refundable because it is a digital product. If you want to see a FREE sample (60+ pages) before you purchase it, please click on this link. Thanks!"	234	89
Shipfaster UI - Figma Design System	$9090usdSingle LicenceA single user licence for individual use.$220220usdTeam LicenceA team licence allows up to 5 users.290usdAdd to cartFile.FigUpdatesLifetimeCurrencyUSDSupportWithin 24 hoursSize114 MB	Figma's leading and most powerful UI Kit and Design System.Shipfaster UI is the most powerful and customizable Figma UI kit and design system. ⚡️ Preview Shipfaster UI 2.3⚡️Are you tired of...Re-creating the exact same components for every single project?Setting up everyday and common components to be responsive?Wasting time managing multiple projects with a disorganised design system?Say hello to...🎨150+ global stylesHuge collection of colour, gradients, typography, grid, shadows, and blur styles.🗂 2,800+ media resourcesA huge collection of pixel-perfect icons, avatars. logos, brands, vector shapes, device mockups, badges, payment icons, and much more!💎 6,000+ components & variantsIncludes every component for designing marketing websites to complex web-apps. Utilizing the power of master and style components! Oh did I mention, they're 100% Autolayout 3.0 powered as well.💻 140+ marketing templatesCustom designed web templates that you can use right out of the box.Our missionShipfaster UI is Figma's most powerful and comprehensive UI kit and design system. It has been designed to help you radically speed up your workflow and drastically improve the quality of your UI designs. Every detail, in every component has been carefully built with Autolayout 3.0, advanced variants and accessibility in mind. We've done all the hard work for you, so you don't have to!Shipfaster UI is perfect for...Design graduates and junior designers: Understand how to build the fundamental building blocks to get started in UI design.Freelance designers: Dramatically speed up your workflow and delivery time with perfectly designed components already done for you.Senior designers: Get equipped with the perfect design system that is not bloated with unnecessary components, but just the right amount of fundamentals to set the foundation for every new project.Product managers: Avoid wasting time and get right into the meat of what you want to create with the design system, with everything you need. Anyone else that may be working within Figma. If you don't want to waste time and speed up your entire process, this is what you need.Why we created Shipfaster UI?Since Michael (founder of The Designership) formed his very first design agency back in 2014, he realised the importance of having a scalable and re-usable design system. The only way we were able to run 5-10 projects in parallel was a well managed design system.However there were too many design systems on the market that lacked quality, scalability and utility. Shipfaster UI has been carefully crafted from all the mistakes, failures and learnings we've made over the years. Changelog15th Jun, 2022 (v.2.3)Figma made some major updates to their platform in May 2022. This included component properties, a re-designed Autolayout, dark mode and much more. In v.2.3 of Shipfaster UI, we have decided to introduce a number of updates that have helped improve the kit’s performance and it’s relevancy with the latest updates.Removed .styled components to improve the performance of our design system.Updated all components with the new component properties and Autolayout feature.Updated all templates with the revised components.Migrated our icon system from ‘component variants’ to individual components, to allow for an improved toggling experience.Added tablet and mobile versions for all templates.Provided pre-designed templates for quick use.Included a Shipfaster Starter template for anyone that wants to use a lighter version of our design system.4th Mar, 2022 (v2.2)A few members reported seeing ‘3 missing libraries’ upon importing the design system.Fixed mission libraries issue.5th Feb, 2022 (v2.1)We realised there was a small issue with some members not being able to load all the images in the design file. What we have learnt is that Figma is a browser-based app which means it’s subjected to a 2GB available memory limit that applies to each browser tab, including those in the desktop app. When loading or editing Figma files nears or or exceeds this memory limit, it can cause performance issues like long load times, crashes and others. Please keep in mind when using our design system, to limit the number of browser tabs you have opened.Updated file thumbnails.Moved checkboxes, radio buttons and toggles into a new section called Form Controls.Compressed all JPG images in the file to reduce file size.Members that raised images not loading have confirmed this has solved their issues.Jan 17th, 2021Today we’re excited to announce the launch of our Shipfaster UI - A Figma Design System 2.0 🎉 This is our first major upgrade and overhaul to our design system.150+ new global design styles.2,800+ new media assets.6,000+ components and variants.140+ template examples.Written instructions for every key component.Master components provided with all primary components.Any questions?Something else? Chat to our friendly team via support@thedesignership.com	226	90
Hard Ops / Boxcutter Ultimate Bundle (#b3d)	$37+37usdStandard License$277+277usdStudio License 2-9$557+557usdStudio License 10-19$1,087+1087usdStudio License 20-50$197+197usdUniversity License537usdName a fair price:$Add to cart	What is this? (vid)This is an addon for Blender 3d. This product contains both HardOps and Boxcutter in one easy to purchase bundle. The users tell the tale best. hopsDocs / boxDocsbanner by: RachelhopsCutter is always being updated,   Free UpdatesUpdates come with the product. If you buy the tools updates are free. And we update frequently to ensure our tools are at their best. Every update is an event. We take these products seriously and aim to keep them alive while providing first class service.What is in here?Please check their respective pages for details on the product.As of now this bundle contains only the tools mentioned in the title. What is the difference between Hard Ops and Boxcutter?HardOps is a toolkit that encompasses more than just modelling. There are tools pertaining to rendering, mirroring, inserts and even sculpting tools. This is the core of my workflow in Blender and is recommended for anyone doing Hard Surface or just wants to use Blender much more efficiently. Boxcutter is just a cutter. However, by just a cutter we mean this tool is focused on being the fastest and easy to use 3d view cut tool. If you love Hard Ops then Boxcutter is just another piece of the workflow. Drawing cuts and having real-time feedback is truly the next level of the workflow. By design these tools work best together. But they are loved equally. What if I already have these products? Any duplicate purchases will go towards development, hiring random coders, and pizzas for homeless / disadvantaged CG artists. Not to mention helping fund Blender and improving the experience as a whole.Our hope is to never stop attempting to improve upon ideas until everything is as streamlined as possible.We hope you choose our product. Also fully compatible and enhances Kit-Ops! Recommended tools: UV Seams - Sergey TyapkinMeshMachine - Machin3DecalMachine - Machin3	817	$37+
Untitled UI – Figma UI kit and design system	$119119usdPRO versionA single license for solo designers, developers, and freelancers.$349349usdPRO TEAM version (save 41%)Up to 5 users. Perfect for design teams, agencies, and startups.$599599usdPRO ENTERPRISE version (save 58%)Up to 12 users. Perfect for large teams, agencies, and companies.$999999usdPRO UNLIMITED version (save ∞%)Unlimited users. Perfect for large companies and organizations.4119usdAdd to cartLifetime updates✔️Auto Layout 4.0✔️Smart variants✔️Component properties✔️Click/hover interactions✔️Untitled UI PRO LITE✔️Components and variants10k+Global styles500+Page and dashboard examples420+Icons and logos2,000+	"The ultimate Figma UI kit and design systemUntitled UI is the largest Figma UI kit and design system in the world. Kickstart any project, save thousands of hours, and level up as a designer.👉 Learn more at untitledui.com👉 Preview Untitled UI PRO in Figma and compare us to the competitionEvery purchase includes Untitled UI PRO LITE, a premium and lightweight version of the full Untitled UI PRO kit.👉 Preview Untitled UI PRO LITE in FigmaSave thousands of design hoursTired of wasting thousands of hours starting from scratch on every project and rebuilding the same components? Untitled UI comes packed full with everything you need to design modern and beautiful UI and websites.500+ global stylesSmart, scalable typography system for any projectHUGE practical and accessible color system10,000+ components and variantsMeticulously crafted with 100% Auto Layout 4.0, smart variants, and component properties (new)Updated with the latest Figma features announced at Config 2022Hover and click interactions for faster prototyping (new)We’ve thought of everything you need so you don’t have to – the largest and best Figma UI kit in the world today420+ ready-to-go desktop and mobile page examplesKey focus on examples you'll actually use in real projects - landing pages, common pages, dashboard, and settings pagesMix-and-match sections and variants to design websites and dashboards in minutesEvery purchase includes Untitled UI PRO LITEUntitled UI PRO LITE is a premium and lightweight version of the full Untitled UI PRO kitPRO LITE is 55% lighter, faster, and is designed to include everything you need and nothing you don'tBecome a better designerAre you ready to level up your design workflow? We want to help you complete projects 10x faster, take on more clients, and free up your time to work on more important things. Untitled UI has everything you need.Every component is meticulously crafted with 100% Auto Layout 4.0, super-smart variants, hover and click interactions, and with accessibility in mind. Swap out variants in seconds, like magic. We’ve thought of everything so you can start designing right away.Scale is easy, but quality is rareThe most popular Figma UI kits on the market today lack in size, flexibility, or quality — usually all three. Untitled UI was built to solve this. We’ve built this design system to be professional quality, while neutral and flexible enough for any project.👉 Preview Untitled UI in Figma and compare us to the competitionSeriously, compare us to other UI kits. We even wrote a blog post to make it easy: 24 Best Figma UI Kits and Design SystemsThis UI kit is perfect for:Freelance Designers — Deliver high-quality projects faster, take on more clients and increase your income.Design Teams — Get everyone on the same page with a single library. Design faster consistently.Beginners & Students — Learn how professional design systems are built and learn Figma best practices. Master Auto Layout 4.0 and variants faster.Startups — Short on time or budget? Design and prototype faster, with an entire library of ready-to-go components. Save hundreds of hours on that MVP.Used & trusted by 50,000+ designers from the world's top companies—""F* hell man, this UI kit is insane. I would have gladly paid like $300 for personal use.""Hayden BleaselChief Design Officer, Corellium★★★★★—""Untitled is the best $119 I've spent on my business in a long time. I'm going to keep using it and recommending it to every designer I know.""Sam Pierce LollaFounder, Shuffleboard★★★★★—""Untitled UI has been an amazing resource that I'm learning to rely upon to spin up ideas in no time. I think I might launch a startup pretty soon by mistake here!""Riccardo BuzzottaSenior Product Designer, Spotify★★★★★—""Untitled UI is incredibly well-organized and the attention to detail is great. I highly recommend this kit to any designer that wants to create beautiful designs fast.""Tom BekkersFounder & Creative Director, Flowbase★★★★★—""The sheer scale, details, and organization of this kit is mind-blowing. It covers nearly everything a Designer could need in a modern, efficient and systematic way.""Corey MoenSenior Brand Designer, Webflow★★★★★—""The attention to detail and thought Jordan has put into this UI kit is unparalleled.""Dan McleayLead Designer, Fox Sports★★★★★—""I'm super excited to use this for quick mockups of ideas in Figma. We're always trying to streamline our design process so we can move fast! Definitely recommend.""Jenny ChuHead of Product, Eucalyptus★★★★★—""I'm super impressed with this. I love poking around in other peoples UI Kits to see how they think. This is probably one of the most comprehensive I've seen.""Matt WalkerDesign Systems, Mailchimp★★★★★—""We've been using Untitled to build Himalayas 2.0 and have finished a complete redesign in just a few days.""Abi Tyas TunggalCo-founder, Himalayas★★★★★What are you waiting for?Untitled UI is packed full of everything you need to kickstart that awesome project.👉 Learn more at untitledui.com👉 Learn what's new on our changelogWhy we created Untitled UIThis project started out of necessity. We tried a bunch of Figma UI kits, but found they lacked in size, flexibility, or quality — usually all three — and we ended up having to remake all the poor-quality components.We needed an “ultimate starter” kit for new freelance projects and design systems, rather than having to start from scratch each time. We were sick of rebuilding the same common components over and over again... which is not only a waste of time, but the most boring part of the design process.Untitled UI was built to solve this. We’ve thought of everything you need to design modern and beautiful UI and websites and have wrapped it into one neatly organized package.You can use this UI kit in unlimited projects. In fact, we designed it this way — to be as neutral, flexible, and scalable as possible to use as a kick-starter for any project.Any questions?Check out our Frequently Asked Questions page on our website.Note: Untitled UI is not affiliated with Figma or Figma's team, nor is it endorsed by Figma."	1370	119
Myicons✨ v—1.33	$135135usdStandard License: 1 employee$225225usdStandard License: 2 employees$755755usdStandard License: 10 employees 3135usdAdd to cartVersion: 1.33Icons 14,500+Growing pack 💫 Free updates Stroke Live strokeLast update07 February, 2023	Myicons✨ —  The World's Largest icons Pack14,500+ Premium high-quality vector line icons pack for professional websites & appsMyicons created to enhance any project you're working on. Doesn't matter if it's a website, a mobile app, or a slide deck. Changelog💫 Free update every month  ✨ Growing packMyicons — Standard LicenseMyicons — Extended License14,500+ vector line icons pack, organized in 81+ categories Weights: RegularStroke: Live stroke, 1.5px on a 24px grid.7 file types included: .Svg .Ai, .Pdf, .Png, IconJar, Sketch, FigmaCheck out the full preview:Icons viewerbehance.netLike what we do? Don't forget to follow us on:Dribbble | Behance | Instagram	183	135
Designing User Interfaces (eBook) (ENG)	$6969usdBuying for myselfThe standard, one person license. Enjoy and watch your UI skills skyrocket 🚀$209209usdSmall teamsA license for teams under 10 people - buy once, and grow your entire design team ❤️$788788usdUniversityA license for design classes of up to thirty students. Already used by universities from around the world ❤️369usdQuantityAdd to cart470 pages PDF and 168-page companion ebook + extra materials.Designing User Interfaces470 pagesUI Design Styles168 pagesExclusive Video MaterialsYouTube LinksOutline icon pack for your designs100 icons	⭐️ ⭐️ ⭐️ ⭐️ ⭐️ (5.0) +4000 students from all over the world and leading design universities🏆 The Bestselling UI book that makes a real change and impact!It's the most comprehensive and complete guide (638 pages and growing) to UI design with the essential, expert knowledge that you will need to work as a designer.This book is making a huge impact on the designer careers by:✅ Helping aspiring designers learn the basics of UI ✅ Helping junior designers get their first design job✅ Helping more experienced designers level up their skills and get a better-paid positionIf you want your skills to improve and your design career to blossom - you're in the right place! 🎓 Critically acclaimed, expert knowledgeUnlike other books on the market, Designing User Interfaces is written by industry experts, with knowledge coming from years of experience in developing digital products.That knowledge is based on us working in digital product design for the last 23 years for both Fortune 500 companies and small, innovative startups. We also talk at leading industry conferences. 💼 Thanks to this book, designers worldwide are leveling up and landing their dream design job positions in a matter of weeks.This knowledge will help you to level up as a designer much faster than you assumed is possible. ✅ Many of our readers are leveling up their design skills and they're already getting 2x higher hourly rates✅ Hundreds of designers are successfully landing their first job in the design industry (after many failed attempts) with the help of this book ✅ We explain all the parts of a user interface, from colors, grids, typography, gradients, interaction, and prototyping - everything you will need on a daily work basis ✅ But we don't stop there - we also share with you how to achieve success in design, how to learn, and how to grow as a designerWhat to learn next?Get the course with 20% off code🎁 After you buyAfter you purchase the eBook, the download link will take a few minutes to come to your email inbox due to PDF stamping. Make sure you enter the correct email address at checkout. It can take up to 10-15 minutes before you receive the link. Be patient :)What if you haven't received the link? If you don't get the email with the link within 30 minutes reach out to us and we'll send it manually as soon as we can! Gumroad can act up sometimes :( 🤔 If you want to try it firstDownload a free sample - a total of 61 pages so you can try them before you buy the full book.Get the free sample⚠️ Important noticeWe don't accept returns of the eBook - for obvious reasons (you keep the PDF after purchase). Make sure it's for you before you buy - check out the free chapters above first - it's over 50 pages. You can visit https://www.designingui.com for more information, read the reviews, take a look at the free sample or ask us about it - we will be happy to answer. There is no physical version of this book. It's digital-only, as we plan to include additional chapters and video materials for free throughout the year.	192	69
